id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity,address,holiday_date,description,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11,year,month,day,dayofweek,day_of_week,is_holiday,season,time_of_day,kick_off_hour,prefecture
11745,2009-06-27,2023-06-25 16:05:00,5,0,5,8,16,1,28.1,54.0,614,13079.0,19470,千葉県千葉市中央区川崎町1-20,,,11 新居 辰基 FW,18 巻 誠一郎 FW,9 深井 正樹 MF,6 下村 東美 MF,10 工藤 浩平 MF,16 谷澤 達也 MF,13 和田 拓三 DF,4 ボスナー DF,15 福元 洋平 DF,2 坂本 將貴 DF,1 岡本 昌弘 GK,0,2,21 江角 浩司 GK,2 塚本 泰史 DF,5 冨田 大介 DF,3 マト DF,4 波戸 康広 DF,23 金澤 慎 MF,17 橋本 早十 MF,11 藤本 主税 MF,14 パク ウォンジェ MF,9 石原 直樹 FW,13 藤田 祥史 FW,2009,6,27,5,5,0,2,0,16.083333333333332,4
11746,2009-06-27,2023-06-25 19:04:00,5,0,1,21,31,12,26.0,64.0,431,28987.0,54224,東京都新宿区霞ヶ丘町10,,,13 平山 相太 FW,9 カボレ FW,22 羽生 直剛 MF,18 石川 直宏 MF,10 梶山 陽平 MF,28 米本 拓司 MF,5 長友 佑都 DF,6 今野 泰幸 DF,4 ブルーノ クアドロス DF,25 徳永 悠平 DF,20 権田 修一 GK,2,1,29 山本 海人 GK,25 市川 大祐 DF,3 青山 直晃 DF,2 児玉 新 DF,4 太田 宏介 DF,23 岡崎 慎司 MF,8 枝村 匠馬 MF,7 伊東 輝悦 MF,13 兵働 昭弘 MF,11 原 一樹 FW,18 ヨンセン FW,2009,6,27,5,5,0,2,1,19.066666666666666,16
11747,2009-06-28,2023-06-25 13:04:00,5,1,9,10,2,1,33.0,49.0,431,10367.0,20784,山形県天童市山王1−1,,,15 長谷川 悠 FW,9 古橋 達弥 FW,7 宮沢 克行 MF,5 渡辺 匠 MF,19 秋葉 勝 MF,29 廣瀬 智靖 MF,13 石川 竜也 DF,4 小原 章吾 DF,3 レオナルド DF,14 宮本 卓也 DF,1 清水 健太 GK,0,1,1 川島 永嗣 GK,19 森 勇介 DF,4 井川 祐輔 DF,17 菊地 光将 DF,2 伊藤 宏樹 DF,18 横山 知伸 DF,29 谷口 博之 MF,20 養父 雄仁 MF,15 矢島 卓郎 FW,34 レナチーニョ FW,10 ジュニーニョ FW,2009,6,28,6,6,0,2,0,13.066666666666666,10
11748,2009-06-28,2023-06-25 14:05:00,5,1,19,2,44,35,23.5,77.0,413,25610.0,72081,神奈川県横浜市港北区小机町3300,,,14 狩野 健太 FW,9 渡邉 千真 FW,10 山瀬 功治 FW,17 兵藤 慎剛 MF,3 松田 直樹 MF,30 小椋 祥平 MF,13 小宮山 尊信 DF,22 中澤 佑二 DF,7 栗原 勇蔵 DF,5 田中 裕介 DF,21 飯倉 大樹 GK,1,2,1 松代 直樹 GK,21 加地 亮 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,18 チョ ジェジン FW,23 レアンドロ FW,2009,6,28,6,6,0,2,0,14.083333333333334,19
11749,2009-06-28,2023-06-25 16:03:00,5,1,13,6,48,1,26.9,57.0,431,35786.0,41684,新潟県新潟市中央区清五郎67-12,,,9 ペドロ ジュニオール FW,16 大島 秀夫 FW,11 矢野 貴章 FW,7 松下 年宏 MF,10 マルシオ リシャルデス MF,15 本間 勲 MF,2 中野 洋司 DF,3 千葉 和彦 DF,5 千代反田 充 DF,17 内田 潤 DF,1 北野 貴之 GK,2,1,1 楢﨑 正剛 GK,32 田中 隼磨 DF,4 吉田 麻也 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,7 中村 直志 MF,14 吉村 圭司 MF,10 小川 佳純 MF,8 マギヌン MF,11 玉田 圭司 FW,9 ダヴィ FW,2009,6,28,6,6,0,2,0,16.05,15
11750,2009-06-28,2023-06-25 16:05:00,5,1,7,29,25,1,27.8,67.0,390,20391.0,31997,大分県大分市横尾1351,,,14 家長 昭博 FW,10 ウェズレイ FW,28 清武 弘嗣 MF,20 高橋 大輔 MF,11 鈴木 慎吾 MF,7 西山 哲平 MF,5 エジミウソン MF,33 藤田 義明 DF,22 上本 大海 DF,6 森重 真人 DF,1 西川 周作 GK,1,2,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,35 パク チュホ DF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,2009,6,28,6,6,0,2,0,16.083333333333332,6
11751,2009-07-04,2023-06-25 18:00:00,6,0,8,19,1,12,26.8,64.0,389,10631.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,13 藤田 祥史 FW,9 石原 直樹 FW,14 パク ウォンジェ MF,11 藤本 主税 MF,17 橋本 早十 MF,23 金澤 慎 MF,4 波戸 康広 DF,3 マト DF,5 冨田 大介 DF,2 塚本 泰史 DF,21 江角 浩司 GK,0,0,21 飯倉 大樹 GK,5 田中 裕介 DF,7 栗原 勇蔵 DF,22 中澤 佑二 DF,13 小宮山 尊信 DF,3 松田 直樹 MF,17 兵藤 慎剛 MF,14 狩野 健太 MF,10 山瀬 功治 FW,9 渡邉 千真 FW,11 坂田 大輔 FW,2009,7,4,5,5,0,2,1,18.0,5
11752,2009-07-04,2023-06-25 19:04:00,6,0,9,20,2,12,22.6,78.0,431,20102.0,20784,山形県天童市山王1−1,,,9 古橋 達弥 FW,15 長谷川 悠 FW,7 宮沢 克行 MF,5 渡辺 匠 MF,19 秋葉 勝 MF,29 廣瀬 智靖 MF,13 石川 竜也 DF,4 小原 章吾 DF,3 レオナルド DF,14 宮本 卓也 DF,1 清水 健太 GK,2,3,23 都築 龍太 GK,33 高橋 峻希 DF,4 田中 マルクス闘莉王 DF,22 阿部 勇樹 DF,21 永田 拓也 DF,13 鈴木 啓太 MF,3 細貝 萌 MF,15 エスクデロ セルヒオ MF,24 原口 元気 MF,19 高原 直泰 FW,17 エジミウソン FW,2009,7,4,5,5,0,2,1,19.066666666666666,10
11753,2009-07-04,2023-06-25 19:04:00,6,0,17,13,45,12,23.9,81.0,389,9615.0,15109,千葉県柏市日立台1-2-50,,,15 菅沼 実 FW,10 フランサ FW,27 大津 祐樹 MF,40 小林 慶行 MF,34 杉山 浩太 MF,28 栗澤 僚一 MF,7 大谷 秀和 DF,13 小林 祐三 DF,5 古賀 正紘 DF,25 村上 佑介 DF,33 菅野 孝憲 GK,0,4,1 北野 貴之 GK,17 内田 潤 DF,5 千代反田 充 DF,6 永田 充 DF,2 中野 洋司 DF,15 本間 勲 MF,10 マルシオ リシャルデス MF,7 松下 年宏 MF,11 矢野 貴章 FW,16 大島 秀夫 FW,9 ペドロ ジュニオール FW,2009,7,4,5,5,0,2,1,19.066666666666666,4
11754,2009-07-04,2023-06-25 19:03:00,6,0,21,3,5,1,23.3,83.0,566,16205.0,20248,静岡県静岡市清水区村松3880−1,,,18 ヨンセン FW,11 原 一樹 FW,13 兵働 昭弘 MF,8 枝村 匠馬 MF,16 本田 拓也 MF,23 岡崎 慎司 MF,4 太田 宏介 DF,2 児玉 新 DF,3 青山 直晃 DF,25 市川 大祐 DF,21 西部 洋平 GK,3,3,21 水谷 雄一 GK,6 染谷 悠太 DF,4 水本 裕貴 DF,14 李  正秀 DF,8 中谷 勇介 DF,26 角田 誠 MF,7 佐藤 勇人 MF,16 安藤 淳 MF,22 渡邉 大剛 MF,13 柳沢 敦 FW,10 ディエゴ FW,2009,7,4,5,5,0,2,1,19.05,24
11755,2009-07-04,2023-06-25 19:04:00,6,0,25,1,18,1,24.8,76.0,567,14915.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,,,21 茂木 弘人 FW,13 我那覇 和樹 FW,50 大久保 嘉人 MF,18 田中 英雄 MF,10 ボッティ MF,22 馬場 賢治 MF,15 内山 俊彦 DF,14 宮本 恒靖 DF,4 北本 久仁衛 DF,25 石櫃 洋祐 DF,1 榎本 達也 GK,0,2,20 権田 修一 GK,25 徳永 悠平 DF,4 ブルーノ クアドロス DF,6 今野 泰幸 DF,5 長友 佑都 DF,28 米本 拓司 MF,10 梶山 陽平 MF,18 石川 直宏 MF,22 羽生 直剛 MF,9 カボレ FW,13 平山 相太 FW,2009,7,4,5,5,0,2,1,19.066666666666666,2
11756,2009-07-04,2023-06-25 19:05:00,6,0,7,5,25,1,24.5,70.0,566,19671.0,31997,大分県大分市横尾1351,,,13 高松 大樹 FW,10 ウェズレイ FW,28 清武 弘嗣 MF,20 高橋 大輔 MF,14 家長 昭博 MF,11 鈴木 慎吾 MF,5 エジミウソン MF,33 藤田 義明 DF,22 上本 大海 DF,6 森重 真人 DF,1 西川 周作 GK,1,2,1 岡本 昌弘 GK,13 和田 拓三 DF,14 池田 昇平 DF,15 福元 洋平 DF,31 青木 良太 DF,2 坂本 將貴 DF,9 深井 正樹 MF,10 工藤 浩平 MF,6 下村 東美 MF,16 谷澤 達也 MF,18 巻 誠一郎 FW,2009,7,4,5,5,0,2,1,19.083333333333332,6
11757,2009-07-05,2023-06-25 18:03:00,6,1,6,2,59,0,24.0,82.0,611,24749.0,41255,愛知県豊田市千石町7-2,,,9 ダヴィ FW,11 玉田 圭司 FW,8 マギヌン MF,7 中村 直志 MF,13 山口 慶 MF,10 小川 佳純 MF,6 阿部 翔平 DF,26 佐藤 将也 DF,2 竹内 彬 DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,2,1,1 松代 直樹 GK,21 加地 亮 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,7 遠藤 保仁 MF,16 佐々木 勇人 FW,23 レアンドロ FW,2009,7,5,6,6,0,2,1,18.05,14
11758,2009-07-05,2023-06-25 18:04:00,6,1,11,24,41,30,23.3,90.0,431,13375.0,36894,広島県広島市安佐南区大塚西5丁目1−1,,,11 佐藤 寿人 FW,10 柏木 陽介 MF,25 髙柳 一誠 MF,17 服部 公太 MF,35 中島 浩司 MF,6 青山 敏弘 MF,16 李 漢宰 MF,5 槙野 智章 DF,2 ストヤノフ DF,24 森脇 良太 DF,36 原 裕太郎 GK,0,1,1 川口 能活 GK,15 加賀 健一 DF,4 大井 健太郎 DF,3 茶野 隆行 DF,5 駒野 友一 DF,6 那須 大亮 MF,27 上田 康太 MF,11 西 紀寛 MF,8 ジウシーニョ MF,10 成岡 翔 FW,18 前田 遼一 FW,2009,7,5,6,6,0,2,1,18.066666666666666,12
11759,2009-07-05,2023-06-25 19:05:00,6,1,10,29,58,13,23.4,73.0,614,22185.0,26827,神奈川県川崎市中原区等々力1-1,,,10 ジュニーニョ FW,9 鄭 大世 FW,8 山岸 智 FW,14 中村 憲剛 MF,29 谷口 博之 MF,13 寺田 周平 MF,26 村上 和弘 DF,2 伊藤 宏樹 DF,17 菊地 光将 DF,19 森 勇介 DF,1 川島 永嗣 GK,1,1,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,35 パク チュホ DF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,2009,7,5,6,6,0,2,1,19.083333333333332,19
11760,2009-07-11,2023-06-25 18:03:00,7,0,29,8,55,12,21.3,70.0,597,17903.0,37496,茨城県鹿嶋市神向寺後山26-2,,,18 マルキーニョス FW,13 興梠 慎三 FW,8 野沢 拓也 MF,10 本山 雅志 MF,40 小笠原 満男 MF,15 青木 剛 MF,35 パク チュホ DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,7 新井場 徹 DF,21 曽ヶ端 準 GK,2,0,21 江角 浩司 GK,2 塚本 泰史 DF,5 冨田 大介 DF,3 マト DF,4 波戸 康広 DF,6 片岡 洋介 MF,17 橋本 早十 MF,11 藤本 主税 MF,14 パク ウォンジェ MF,9 石原 直樹 FW,13 藤田 祥史 FW,2009,7,11,5,5,0,2,1,18.05,21
11761,2009-07-11,2023-06-25 19:04:00,7,0,20,11,32,1,24.9,54.0,422,44149.0,62010,埼玉県さいたま市緑区美園2丁目1,,,17 エジミウソン FW,19 高原 直泰 FW,24 原口 元気 MF,10 ポンテ MF,22 阿部 勇樹 MF,13 鈴木 啓太 MF,33 高橋 峻希 DF,4 田中 マルクス闘莉王 DF,27 西澤 代志也 DF,6 山田 暢久 DF,23 都築 龍太 GK,2,1,34 中林 洋次 GK,24 森脇 良太 DF,2 ストヤノフ DF,5 槙野 智章 DF,33 楽山 孝志 MF,6 青山 敏弘 MF,35 中島 浩司 MF,17 服部 公太 MF,25 髙柳 一誠 MF,10 柏木 陽介 MF,11 佐藤 寿人 FW,2009,7,11,5,5,0,2,1,19.066666666666666,5
11762,2009-07-11,2023-06-25 19:03:00,7,0,5,25,16,12,24.0,63.0,566,12349.0,19470,千葉県千葉市中央区川崎町1-20,,,9 深井 正樹 FW,18 巻 誠一郎 FW,16 谷澤 達也 MF,31 青木 良太 MF,20 佐伯 直哉 MF,10 工藤 浩平 MF,13 和田 拓三 DF,4 ボスナー DF,2 坂本 將貴 DF,15 福元 洋平 DF,1 岡本 昌弘 GK,1,1,1 榎本 達也 GK,25 石櫃 洋祐 DF,4 北本 久仁衛 DF,5 河本 裕之 DF,15 内山 俊彦 DF,7 朴 康造 MF,10 ボッティ MF,14 宮本 恒靖 MF,16 古賀 誠史 MF,13 我那覇 和樹 FW,50 大久保 嘉人 FW,2009,7,11,5,5,0,2,1,19.05,4
11763,2009-07-11,2023-06-25 19:03:00,7,0,19,9,12,12,23.9,62.0,431,13185.0,15440,神奈川県横浜市神奈川区三ﾂ沢西町3-1,,,11 坂田 大輔 FW,9 渡邉 千真 FW,10 山瀬 功治 FW,14 狩野 健太 MF,17 兵藤 慎剛 MF,3 松田 直樹 MF,13 小宮山 尊信 DF,22 中澤 佑二 DF,7 栗原 勇蔵 DF,35 天野 貴史 DF,21 飯倉 大樹 GK,1,2,1 清水 健太 GK,14 宮本 卓也 DF,34 西河 翔吾 DF,4 小原 章吾 DF,20 小林 亮 DF,6 宮崎 光平 MF,19 秋葉 勝 MF,5 渡辺 匠 MF,7 宮沢 克行 MF,11 北村 知隆 FW,15 長谷川 悠 FW,2009,7,11,5,5,0,2,1,19.05,19
11764,2009-07-11,2023-06-25 19:03:00,7,0,13,10,48,1,24.5,69.0,389,36810.0,41684,新潟県新潟市中央区清五郎67-12,,,9 ペドロ ジュニオール FW,16 大島 秀夫 FW,11 矢野 貴章 FW,7 松下 年宏 MF,10 マルシオ リシャルデス MF,15 本間 勲 MF,2 中野 洋司 DF,6 永田 充 DF,5 千代反田 充 DF,24 酒井 高徳 DF,1 北野 貴之 GK,2,2,1 川島 永嗣 GK,19 森 勇介 DF,4 井川 祐輔 DF,17 菊地 光将 DF,2 伊藤 宏樹 DF,13 寺田 周平 MF,29 谷口 博之 MF,14 中村 憲剛 MF,15 矢島 卓郎 FW,10 ジュニーニョ FW,8 山岸 智 FW,2009,7,11,5,5,0,2,1,19.05,15
11765,2009-07-11,2023-06-25 19:35:00,7,0,2,21,23,12,26.5,60.0,614,18549.0,21000,大阪府吹田市千里万博公園5-2,,,23 レアンドロ FW,9 ルーカス FW,7 遠藤 保仁 MF,10 二川 孝広 MF,17 明神 智和 MF,27 橋本 英郎 MF,13 安田 理大 DF,5 山口 智 DF,2 中澤 聡太 DF,21 加地 亮 DF,1 松代 直樹 GK,1,4,29 山本 海人 GK,25 市川 大祐 DF,3 青山 直晃 DF,5 岩下 敬輔 DF,2 児玉 新 DF,6 マルコス パウロ MF,7 伊東 輝悦 MF,13 兵働 昭弘 MF,8 枝村 匠馬 MF,23 岡崎 慎司 FW,18 ヨンセン FW,2009,7,11,5,5,0,2,1,19.583333333333332,7
11766,2009-07-12,2023-06-25 18:04:00,7,1,3,17,26,1,29.6,64.0,403,8011.0,20588,京都府京都市右京区西京極新明町29,,,20 パウリーニョ FW,13 柳沢 敦 FW,10 ディエゴ MF,7 佐藤 勇人 MF,26 角田 誠 MF,22 渡邉 大剛 MF,8 中谷 勇介 DF,14 李  正秀 DF,4 水本 裕貴 DF,24 増嶋 竜也 DF,21 水谷 雄一 GK,1,2,33 菅野 孝憲 GK,25 村上 佑介 DF,5 古賀 正紘 DF,13 小林 祐三 DF,7 大谷 秀和 DF,28 栗澤 僚一 MF,34 杉山 浩太 MF,40 小林 慶行 MF,27 大津 祐樹 MF,11 ポポ FW,10 フランサ FW,2009,7,12,6,6,0,2,1,18.066666666666666,0
11767,2009-07-12,2023-06-25 18:34:00,7,1,1,6,30,1,25.3,70.0,431,24736.0,48999,東京都調布市西町376-3,,,13 平山 相太 FW,9 カボレ FW,22 羽生 直剛 MF,18 石川 直宏 MF,10 梶山 陽平 MF,28 米本 拓司 MF,5 長友 佑都 DF,6 今野 泰幸 DF,4 ブルーノ クアドロス DF,25 徳永 悠平 DF,20 権田 修一 GK,3,0,1 楢﨑 正剛 GK,32 田中 隼磨 DF,2 竹内 彬 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,13 山口 慶 MF,14 吉村 圭司 MF,10 小川 佳純 MF,8 マギヌン MF,11 玉田 圭司 FW,9 ダヴィ FW,2009,7,12,6,6,0,2,1,18.566666666666666,16
11768,2009-07-12,2023-06-25 19:03:00,7,1,24,7,19,12,26.6,84.0,389,10008.0,15165,静岡県磐田市新貝2500,,,18 前田 遼一 FW,10 成岡 翔 FW,8 ジウシーニョ MF,11 西 紀寛 MF,27 上田 康太 MF,6 那須 大亮 MF,5 駒野 友一 DF,3 茶野 隆行 DF,4 大井 健太郎 DF,15 加賀 健一 DF,1 川口 能活 GK,3,1,1 西川 周作 GK,2 坪内 秀介 DF,22 上本 大海 DF,33 藤田 義明 DF,5 エジミウソン MF,11 鈴木 慎吾 MF,14 家長 昭博 MF,20 高橋 大輔 MF,28 清武 弘嗣 MF,10 ウェズレイ FW,13 高松 大樹 FW,2009,7,12,6,6,0,2,1,19.05,24
11769,2009-07-18,2023-06-25 18:04:00,8,0,8,1,1,1,29.4,68.0,581,10895.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,18 ドゥドゥ FW,9 石原 直樹 FW,7 内田 智也 MF,11 藤本 主税 MF,17 橋本 早十 MF,23 金澤 慎 MF,4 波戸 康広 DF,3 マト DF,5 冨田 大介 DF,2 塚本 泰史 DF,21 江角 浩司 GK,0,3,20 権田 修一 GK,25 徳永 悠平 DF,4 ブルーノ クアドロス DF,6 今野 泰幸 DF,5 長友 佑都 DF,28 米本 拓司 MF,10 梶山 陽平 MF,18 石川 直宏 MF,22 羽生 直剛 MF,9 カボレ FW,13 平山 相太 FW,2009,7,18,5,5,0,2,1,18.066666666666666,5
11770,2009-07-18,2023-06-25 18:03:00,8,0,10,25,58,12,29.3,62.0,597,14696.0,26827,神奈川県川崎市中原区等々力1-1,,,34 レナチーニョ FW,10 ジュニーニョ FW,9 鄭 大世 FW,14 中村 憲剛 MF,29 谷口 博之 MF,18 横山 知伸 MF,26 村上 和弘 DF,2 伊藤 宏樹 DF,17 菊地 光将 DF,16 久木野 聡 DF,1 川島 永嗣 GK,2,2,1 榎本 達也 GK,25 石櫃 洋祐 DF,4 北本 久仁衛 DF,5 河本 裕之 DF,15 内山 俊彦 DF,7 朴 康造 MF,10 ボッティ MF,14 宮本 恒靖 MF,16 古賀 誠史 MF,21 茂木 弘人 FW,50 大久保 嘉人 FW,2009,7,18,5,5,0,2,1,18.05,19
11771,2009-07-18,2023-06-25 19:04:00,8,0,19,13,44,12,27.6,77.0,567,22681.0,72081,神奈川県横浜市港北区小机町3300,,,9 渡邉 千真 FW,17 兵藤 慎剛 FW,10 山瀬 功治 FW,20 水沼 宏太 FW,30 小椋 祥平 MF,3 松田 直樹 MF,5 田中 裕介 DF,22 中澤 佑二 DF,7 栗原 勇蔵 DF,35 天野 貴史 DF,21 飯倉 大樹 GK,1,1,1 北野 貴之 GK,17 内田 潤 DF,3 千葉 和彦 DF,6 永田 充 DF,2 中野 洋司 DF,15 本間 勲 MF,24 酒井 高徳 MF,7 松下 年宏 MF,11 矢野 貴章 FW,16 大島 秀夫 FW,9 ペドロ ジュニオール FW,2009,7,18,5,5,0,2,1,19.066666666666666,19
11772,2009-07-18,2023-06-25 19:03:00,8,0,21,29,5,1,25.3,87.0,389,20203.0,20248,静岡県静岡市清水区村松3880−1,,,23 岡崎 慎司 FW,18 ヨンセン FW,8 枝村 匠馬 MF,13 兵働 昭弘 MF,16 本田 拓也 MF,7 伊東 輝悦 MF,4 太田 宏介 DF,2 児玉 新 DF,5 岩下 敬輔 DF,25 市川 大祐 DF,29 山本 海人 GK,2,2,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,6 中田 浩二 DF,35 パク チュホ DF,15 青木 剛 MF,40 小笠原 満男 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW,2009,7,18,5,5,0,2,1,19.05,24
11773,2009-07-18,2023-06-25 19:03:00,8,0,6,3,59,0,28.2,84.0,424,17784.0,41255,愛知県豊田市千石町7-2,,,16 ケネディ FW,11 玉田 圭司 FW,8 マギヌン MF,13 山口 慶 MF,7 中村 直志 MF,10 小川 佳純 MF,6 阿部 翔平 DF,5 増川 隆洋 DF,4 吉田 麻也 DF,2 竹内 彬 DF,1 楢﨑 正剛 GK,1,1,21 水谷 雄一 GK,6 染谷 悠太 DF,4 水本 裕貴 DF,14 李  正秀 DF,26 角田 誠 DF,22 渡邉 大剛 MF,7 佐藤 勇人 MF,16 安藤 淳 MF,8 中谷 勇介 MF,10 ディエゴ FW,13 柳沢 敦 FW,2009,7,18,5,5,0,2,1,19.05,14
11774,2009-07-18,2023-06-25 19:05:00,8,0,7,20,25,1,29.8,60.0,431,24833.0,31997,大分県大分市横尾1351,,,14 家長 昭博 FW,13 高松 大樹 FW,32 宮沢 正史 MF,20 高橋 大輔 MF,11 鈴木 慎吾 MF,8 金崎 夢生 MF,5 エジミウソン MF,22 上本 大海 DF,6 森重 真人 DF,4 深谷 友基 DF,1 西川 周作 GK,1,0,1 山岸 範宏 GK,6 山田 暢久 DF,4 田中 マルクス闘莉王 DF,22 阿部 勇樹 DF,33 高橋 峻希 DF,3 細貝 萌 MF,13 鈴木 啓太 MF,24 原口 元気 MF,10 ポンテ MF,19 高原 直泰 FW,17 エジミウソン FW,2009,7,18,5,5,0,2,1,19.083333333333332,6
11775,2009-07-19,2023-06-25 18:04:00,8,1,9,24,2,12,25.8,66.0,431,10255.0,20784,山形県天童市山王1−1,,,11 北村 知隆 FW,15 長谷川 悠 FW,7 宮沢 克行 MF,5 渡辺 匠 MF,19 秋葉 勝 MF,6 宮崎 光平 MF,20 小林 亮 DF,4 小原 章吾 DF,34 西河 翔吾 DF,14 宮本 卓也 DF,1 清水 健太 GK,3,1,1 川口 能活 GK,15 加賀 健一 DF,4 大井 健太郎 DF,3 茶野 隆行 DF,5 駒野 友一 DF,23 山本 康裕 MF,6 那須 大亮 MF,11 西 紀寛 MF,8 ジウシーニョ MF,10 成岡 翔 FW,18 前田 遼一 FW,2009,7,19,6,6,0,2,1,18.066666666666666,10
11776,2009-07-19,2023-06-25 18:05:00,8,1,11,5,41,12,28.2,78.0,389,11572.0,36894,広島県広島市安佐南区大塚西5丁目1−1,,,11 佐藤 寿人 FW,10 柏木 陽介 MF,25 髙柳 一誠 MF,17 服部 公太 MF,6 青山 敏弘 MF,35 中島 浩司 MF,14 ミキッチ MF,5 槙野 智章 DF,2 ストヤノフ DF,24 森脇 良太 DF,34 中林 洋次 GK,4,1,1 岡本 昌弘 GK,13 和田 拓三 DF,15 福元 洋平 DF,4 ボスナー DF,31 青木 良太 DF,2 坂本 將貴 DF,24 太田 圭輔 MF,10 工藤 浩平 MF,5 アレックス MF,16 谷澤 達也 MF,9 深井 正樹 FW,2009,7,19,6,6,0,2,1,18.083333333333332,12
11777,2009-07-19,2023-06-25 19:05:00,8,1,17,2,45,12,28.3,73.0,614,11367.0,15109,千葉県柏市日立台1-2-50,,,11 ポポ FW,9 北嶋 秀朗 FW,27 大津 祐樹 MF,34 杉山 浩太 MF,2 鎌田 次郎 MF,28 栗澤 僚一 MF,7 大谷 秀和 DF,13 小林 祐三 DF,5 古賀 正紘 DF,25 村上 佑介 DF,33 菅野 孝憲 GK,0,2,22 藤ヶ谷 陽介 GK,13 安田 理大 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,10 二川 孝広 MF,16 佐々木 勇人 MF,9 ルーカス FW,23 レアンドロ FW,2009,7,19,6,6,0,2,1,19.083333333333332,4
11778,2009-07-25,2023-06-25 18:03:00,9,0,1,11,30,1,27.9,74.0,597,27846.0,48999,東京都調布市西町376-3,,,13 平山 相太 FW,9 カボレ FW,22 羽生 直剛 MF,18 石川 直宏 MF,28 米本 拓司 MF,10 梶山 陽平 MF,5 長友 佑都 DF,6 今野 泰幸 DF,4 ブルーノ クアドロス DF,25 徳永 悠平 DF,20 権田 修一 GK,0,0,34 中林 洋次 GK,24 森脇 良太 DF,2 ストヤノフ DF,19 盛田 剛平 DF,16 李 漢宰 MF,35 中島 浩司 MF,6 青山 敏弘 MF,17 服部 公太 MF,25 髙柳 一誠 MF,10 柏木 陽介 MF,11 佐藤 寿人 FW,2009,7,25,5,5,0,2,1,18.05,16
11779,2009-07-25,2023-06-25 19:04:00,9,0,29,17,55,1,26.8,82.0,567,18773.0,37496,茨城県鹿嶋市神向寺後山26-2,,,18 マルキーニョス FW,13 興梠 慎三 FW,8 野沢 拓也 MF,10 本山 雅志 MF,40 小笠原 満男 MF,15 青木 剛 MF,35 パク チュホ DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,2 内田 篤人 DF,21 曽ヶ端 準 GK,1,1,33 菅野 孝憲 GK,5 古賀 正紘 DF,3 近藤 直也 DF,6 パク ドンヒョク DF,25 村上 佑介 MF,7 大谷 秀和 MF,40 小林 慶行 MF,27 大津 祐樹 MF,20 李 忠成 MF,11 ポポ MF,10 フランサ FW,2009,7,25,5,5,0,2,1,19.066666666666666,21
11780,2009-07-25,2023-06-25 19:03:00,9,0,20,6,32,1,28.6,74.0,431,44976.0,62010,埼玉県さいたま市緑区美園2丁目1,,,17 エジミウソン FW,19 高原 直泰 FW,10 ポンテ MF,24 原口 元気 MF,13 鈴木 啓太 MF,3 細貝 萌 MF,33 高橋 峻希 DF,22 阿部 勇樹 DF,2 坪井 慶介 DF,6 山田 暢久 DF,1 山岸 範宏 GK,0,3,1 楢﨑 正剛 GK,32 田中 隼磨 DF,4 吉田 麻也 DF,5 増川 隆洋 DF,6 阿部 翔平 DF,10 小川 佳純 MF,7 中村 直志 MF,13 山口 慶 MF,8 マギヌン MF,11 玉田 圭司 FW,16 ケネディ FW,2009,7,25,5,5,0,2,1,19.05,5
