section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity,home_team_score,away_team_score,year,month,day,dayofweek,day_of_week,is_holiday,season,time_of_day,kick_off_hour,prefecture
21,0,25,10,18,0,13.8,33.0,401,15195.0,28425,2,1,2009,3,14,5,5,0,1,0,14.066666666666666,2
21,0,17,5,45,22,10.6,53.0,431,8723.0,15109,1,1,2009,3,14,5,5,0,1,0,15.066666666666666,4
21,0,21,19,5,1,13.1,26.0,419,19172.0,20248,0,0,2009,3,14,5,5,0,1,0,15.066666666666666,24
21,0,9,6,2,47,2.6,77.0,578,12370.0,20784,0,0,2009,3,14,5,5,0,1,0,16.066666666666666,10
21,0,2,24,23,13,7.3,44.0,600,16128.0,21000,4,1,2009,3,14,5,5,0,1,0,16.0,7
21,1,13,29,48,30,6.9,61.0,431,37808.0,41684,2,1,2009,3,15,6,6,0,1,0,14.05,15
21,1,11,8,41,1,15.4,48.0,629,20312.0,36894,2,3,2009,3,15,6,6,0,1,0,14.083333333333334,12
27,0,8,25,1,1,16.4,20.0,597,9029.0,15491,1,1,2009,3,21,5,5,0,1,0,13.05,5
27,0,1,9,30,1,14.5,39.0,630,20179.0,48999,1,0,2009,3,21,5,5,0,1,0,14.066666666666666,16
27,0,24,20,6,1,15.0,56.0,431,18439.0,51697,1,1,2009,3,21,5,5,0,1,0,14.05,24
27,0,19,17,44,1,14.4,41.0,390,18180.0,72081,3,3,2009,3,21,5,5,0,1,0,15.066666666666666,19
27,0,7,13,25,2,18.3,49.0,597,16708.0,31997,0,0,2009,3,21,5,5,0,1,0,16.0,6
27,1,6,21,29,30,17.1,86.0,389,13074.0,20223,3,1,2009,3,22,6,6,0,1,0,13.05,14
27,1,3,2,26,12,16.0,83.0,436,14085.0,20588,2,1,2009,3,22,6,6,0,1,0,13.066666666666666,0
27,1,29,11,55,37,16.4,75.0,431,17492.0,37496,2,1,2009,3,22,6,6,0,1,0,16.05,21
27,1,5,10,16,12,17.3,72.0,389,14544.0,19470,1,1,2009,3,22,6,6,0,1,0,16.05,4
28,0,2,11,23,14,11.8,59.0,431,15644.0,21000,2,2,2009,4,4,5,5,0,1,0,13.066666666666666,7
28,0,29,3,55,27,17.6,43.0,604,17254.0,37496,2,1,2009,4,4,5,5,0,1,0,14.05,21
28,0,10,6,58,12,18.3,42.0,618,20148.0,26827,3,1,2009,4,4,5,5,0,1,0,15.083333333333334,19
28,0,20,7,32,12,17.4,41.0,431,45542.0,62010,1,0,2009,4,4,5,5,0,1,0,16.05,5
28,0,13,19,48,35,11.8,64.0,389,32022.0,41684,2,1,2009,4,4,5,5,0,1,0,16.05,15
28,0,17,8,45,35,14.1,55.0,431,8727.0,15109,2,2,2009,4,4,5,5,0,1,1,19.066666666666666,4
28,0,24,1,19,35,11.1,92.0,390,8716.0,15165,0,1,2009,4,4,5,5,0,1,1,19.066666666666666,24
28,1,9,5,2,1,15.9,31.0,431,9172.0,20784,1,0,2009,4,5,6,6,0,1,0,13.066666666666666,10
28,1,25,21,18,0,16.1,53.0,410,10020.0,28425,0,1,2009,4,5,6,6,0,1,0,16.066666666666666,2
29,0,7,9,25,1,22.4,41.0,406,18461.0,31997,0,1,2009,4,11,5,5,0,1,0,14.083333333333334,6
29,0,19,25,12,1,22.5,26.0,614,12912.0,15440,5,0,2009,4,11,5,5,0,1,0,15.083333333333334,19
29,0,5,24,16,1,20.6,44.0,431,14496.0,19470,1,1,2009,4,11,5,5,0,1,0,16.05,4
29,0,3,13,26,1,20.1,26.0,435,10515.0,20588,1,0,2009,4,11,5,5,0,1,1,19.066666666666666,0
29,0,11,17,41,1,14.8,58.0,390,11909.0,36894,4,1,2009,4,11,5,5,0,1,1,19.066666666666666,12
29,1,1,29,30,1,21.9,42.0,431,32913.0,48999,1,2,2009,4,12,6,6,0,1,0,13.066666666666666,16
29,1,21,10,5,1,21.5,28.0,606,17256.0,20248,1,0,2009,4,12,6,6,0,1,0,13.05,24
29,1,8,2,1,1,21.7,35.0,421,11536.0,15491,3,2,2009,4,12,6,6,0,1,0,16.0,5
29,1,6,20,59,0,19.7,49.0,431,32435.0,41255,0,1,2009,4,12,6,6,0,1,0,16.05,14
30,0,2,9,23,12,14.4,52.0,597,10159.0,21000,2,1,2009,4,17,4,4,0,1,1,19.55,7
30,1,17,6,45,27,20.3,45.0,431,10368.0,15109,1,2,2009,4,18,5,5,0,1,0,13.066666666666666,4
30,1,13,11,48,1,19.7,23.0,409,30169.0,41684,3,3,2009,4,18,5,5,0,1,0,14.066666666666666,15
30,1,29,19,55,2,16.1,64.0,614,18730.0,37496,0,0,2009,4,18,5,5,0,1,0,15.083333333333334,21
30,1,10,8,58,12,18.3,53.0,431,16224.0,26827,3,1,2009,4,18,5,5,0,1,0,16.05,19
30,1,20,3,32,12,17.1,62.0,398,41836.0,62010,1,0,2009,4,18,5,5,0,1,1,19.066666666666666,5
30,1,1,5,31,1,15.8,69.0,431,27486.0,54224,1,2,2009,4,18,5,5,0,1,1,19.066666666666666,16
30,2,24,21,6,1,23.5,45.0,431,22152.0,51697,3,0,2009,4,19,6,6,0,1,0,13.05,24
30,2,25,7,18,1,23.8,36.0,431,13462.0,28425,3,2,2009,4,19,6,6,0,1,0,16.083333333333332,2
31,0,8,13,32,35,12.9,78.0,431,15759.0,62010,0,1,2009,4,25,5,5,0,1,0,13.016666666666667,5
31,0,21,17,5,35,13.4,87.0,429,9756.0,20248,1,1,2009,4,25,5,5,0,1,0,13.066666666666666,24
31,0,9,29,2,35,9.7,72.0,408,16658.0,20784,1,1,2009,4,25,5,5,0,1,0,14.066666666666666,10
31,0,5,20,16,35,15.3,82.0,431,15428.0,19470,0,1,2009,4,25,5,5,0,1,0,16.05,4
31,0,3,24,26,37,16.1,94.0,392,6851.0,20588,2,3,2009,4,25,5,5,0,1,1,19.066666666666666,0
31,0,7,1,25,27,16.9,43.0,431,17246.0,31997,0,1,2009,4,25,5,5,0,1,1,19.083333333333332,6
31,1,11,10,41,12,12.3,55.0,431,13896.0,36894,1,1,2009,4,26,6,6,0,1,0,13.066666666666666,12
31,1,25,2,18,0,17.1,50.0,620,20721.0,28425,3,1,2009,4,26,6,6,0,1,0,14.066666666666666,2
31,1,6,19,29,27,12.8,57.0,431,12500.0,20223,2,1,2009,4,26,6,6,0,1,0,16.066666666666666,14
32,0,10,3,58,1,19.4,27.0,431,16253.0,26827,4,1,2009,4,29,2,2,1,1,0,13.05,19
32,0,13,5,48,1,16.4,54.0,389,34060.0,41684,2,2,2009,4,29,2,2,1,1,0,13.066666666666666,15
32,0,8,9,1,1,22.6,23.0,614,11263.0,15491,0,3,2009,4,29,2,2,1,1,0,14.083333333333334,5
32,0,6,11,29,1,22.6,28.0,599,12137.0,20223,0,0,2009,4,29,2,2,1,1,0,14.016666666666667,14
32,0,17,7,45,1,18.7,27.0,389,9058.0,15109,2,1,2009,4,29,2,2,1,1,0,16.066666666666666,4
32,0,21,20,6,1,17.3,30.0,431,30851.0,51697,2,2,2009,4,29,2,2,1,1,0,16.066666666666666,24
32,0,19,24,44,1,16.9,41.0,389,28317.0,72081,1,0,2009,4,29,2,2,1,1,0,17.066666666666666,19
32,0,29,25,55,1,14.0,60.0,390,14473.0,37496,1,0,2009,4,29,2,2,1,1,1,19.066666666666666,21
32,0,2,1,23,1,16.0,32.0,431,16853.0,21000,4,2,2009,4,29,2,2,1,1,1,19.05,7
33,0,9,17,2,1,25.8,23.0,431,11071.0,20784,0,0,2009,5,2,5,5,0,1,0,13.066666666666666,10
33,0,24,25,19,1,23.6,40.0,389,12132.0,15165,1,0,2009,5,2,5,5,0,1,0,13.05,24
33,0,7,2,25,1,23.3,39.0,597,19306.0,31997,1,3,2009,5,2,5,5,0,1,0,14.05,6
33,0,19,10,44,1,23.1,40.0,614,28016.0,72081,2,1,2009,5,2,5,5,0,1,0,15.083333333333334,19
33,0,5,29,16,1,23.1,35.0,431,17009.0,19470,0,2,2009,5,2,5,5,0,1,0,16.05,4
33,0,3,6,26,1,24.1,38.0,404,10950.0,20588,0,1,2009,5,2,5,5,0,1,0,16.066666666666666,0
33,0,11,21,41,1,20.3,52.0,566,14584.0,36894,0,0,2009,5,2,5,5,0,1,0,16.066666666666666,12
33,0,20,13,32,1,19.9,60.0,431,50284.0,62010,1,0,2009,5,2,5,5,0,1,1,19.05,5
33,0,1,8,30,1,19.3,42.0,395,18886.0,48999,3,2,2009,5,2,5,5,0,1,1,19.066666666666666,16
0,0,13,24,48,1,22.4,49.0,431,40268.0,41684,3,3,2009,5,5,1,1,1,1,0,13.05,15
0,0,8,7,1,35,18.6,79.0,581,7796.0,15491,3,0,2009,5,5,1,1,1,1,0,14.05,5
0,0,3,19,26,14,18.4,61.0,403,11609.0,20588,2,0,2009,5,5,1,1,1,1,0,14.066666666666666,0
0,0,17,20,31,35,16.1,95.0,431,32854.0,54224,2,3,2009,5,5,1,1,1,1,0,16.066666666666666,16
0,0,25,9,18,0,20.0,61.0,389,10574.0,28425,3,1,2009,5,5,1,1,1,1,0,16.066666666666666,2
0,0,21,5,5,35,15.2,86.0,390,15129.0,20248,2,2,2009,5,5,1,1,1,1,1,19.066666666666666,24
0,0,11,1,41,37,16.0,94.0,431,15342.0,36894,2,0,2009,5,5,1,1,1,1,1,19.066666666666666,12
0,1,10,2,58,12,24.9,78.0,614,15903.0,26827,1,0,2009,7,1,2,2,0,2,1,19.083333333333332,19
0,1,6,29,29,14,27.1,78.0,431,9661.0,20223,0,3,2009,7,1,2,2,0,2,1,19.05,14
1,0,1,3,30,1,24.8,45.0,431,18221.0,48999,0,0,2009,5,9,5,5,0,1,0,14.066666666666666,16
1,0,24,8,19,1,22.6,64.0,429,9783.0,15165,3,1,2009,5,9,5,5,0,1,0,14.066666666666666,24
1,0,7,19,25,1,26.4,27.0,597,18245.0,31997,1,2,2009,5,9,5,5,0,1,0,14.05,6
1,0,5,11,16,1,23.6,49.0,614,14182.0,19470,2,1,2009,5,9,5,5,0,1,0,16.083333333333332,4
1,0,9,13,2,1,21.1,53.0,431,17171.0,20784,0,1,2009,5,9,5,5,0,1,1,18.066666666666666,10
1,1,20,10,32,1,29.3,41.0,634,51594.0,62010,2,3,2009,5,10,6,6,0,1,0,14.083333333333334,5
1,1,29,21,55,1,27.1,62.0,431,19154.0,37496,2,1,2009,5,10,6,6,0,1,0,15.066666666666666,21
1,1,2,17,23,1,28.3,33.0,597,18319.0,21000,4,0,2009,5,10,6,6,0,1,0,15.05,7
1,1,25,6,18,1,23.8,57.0,390,10149.0,28425,2,2,2009,5,10,6,6,0,1,0,15.066666666666666,2
2,0,6,8,59,0,17.5,83.0,431,16577.0,41255,1,1,2009,5,16,5,5,0,1,0,13.05,14
2,0,20,2,32,12,19.5,52.0,394,53374.0,62010,0,0,2009,5,16,5,5,0,1,0,14.066666666666666,5
2,0,10,24,58,12,19.8,51.0,597,16329.0,26827,2,0,2009,5,16,5,5,0,1,0,15.05,19
2,0,17,29,45,12,18.6,60.0,431,10651.0,15109,1,2,2009,5,16,5,5,0,1,0,16.066666666666666,4
2,0,11,9,41,12,17.6,65.0,389,9479.0,36894,3,1,2009,5,16,5,5,0,1,0,16.066666666666666,12
2,0,19,1,44,12,17.5,64.0,431,20349.0,72081,0,1,2009,5,16,5,5,0,1,1,19.066666666666666,19
2,0,21,7,5,12,15.6,78.0,390,13141.0,20248,3,1,2009,5,16,5,5,0,1,1,19.05,24
2,1,13,25,48,35,19.5,77.0,431,28817.0,41684,2,0,2009,5,17,6,6,0,1,0,14.05,15
2,1,3,5,26,35,18.4,94.0,616,5567.0,20588,2,1,2009,5,17,6,6,0,1,0,14.066666666666666,0
3,0,13,21,48,12,19.5,59.0,431,29760.0,41684,0,1,2009,5,23,5,5,0,1,0,13.05,15
3,0,7,11,25,12,24.2,52.0,406,16298.0,31997,0,1,2009,5,23,5,5,0,1,0,14.083333333333334,6
3,0,9,3,2,12,19.2,58.0,431,6554.0,20784,0,0,2009,5,23,5,5,0,1,0,16.066666666666666,10
3,0,5,19,16,12,22.3,62.0,390,14833.0,19470,1,1,2009,5,23,5,5,0,1,1,19.066666666666666,4
3,0,25,17,18,1,23.0,57.0,431,6002.0,28425,3,1,2009,5,23,5,5,0,1,1,19.066666666666666,2
3,1,2,29,23,1,24.1,50.0,431,19092.0,21000,0,1,2009,5,24,6,6,0,1,0,13.05,7
3,1,1,10,30,38,20.4,70.0,623,27851.0,48999,2,3,2009,5,24,6,6,0,1,0,14.083333333333334,16
3,1,24,6,19,13,21.3,75.0,612,15632.0,15165,2,1,2009,5,24,6,6,0,1,0,15.05,24
3,1,8,20,32,27,20.9,67.0,431,32418.0,62010,1,1,2009,5,24,6,6,0,1,0,16.0,5
4,0,10,7,58,2,26.9,55.0,614,19375.0,26827,2,0,2009,6,20,5,5,0,2,0,15.066666666666666,19
4,0,21,9,5,2,25.1,70.0,419,17865.0,20248,4,1,2009,6,20,5,5,0,2,0,15.066666666666666,24
4,0,6,5,29,12,26.1,63.0,597,12457.0,20223,0,1,2009,6,20,5,5,0,2,0,15.583333333333334,14
4,0,2,13,23,27,27.5,57.0,390,18404.0,21000,0,2,2009,6,20,5,5,0,2,0,15.583333333333334,7
4,0,29,24,55,27,24.6,69.0,431,21841.0,37496,1,0,2009,6,20,5,5,0,2,0,16.066666666666666,21
4,0,8,3,1,12,24.9,68.0,420,9336.0,15491,2,1,2009,6,20,5,5,0,2,1,18.066666666666666,5
4,0,17,1,45,12,23.6,79.0,431,10266.0,15109,0,3,2009,6,20,5,5,0,2,1,19.066666666666666,4
4,1,11,25,41,12,25.6,81.0,431,14514.0,36894,4,3,2009,6,21,6,6,0,2,0,13.066666666666666,12
4,1,19,20,44,35,22.4,94.0,632,40228.0,72081,2,0,2009,6,21,6,6,0,2,0,14.066666666666666,19
5,0,3,11,26,1,32.7,41.0,436,11806.0,20588,2,0,2009,6,27,5,5,0,2,0,13.066666666666666,0
5,0,24,17,19,1,26.6,63.0,429,10635.0,15165,2,3,2009,6,27,5,5,0,2,0,15.05,24
5,0,20,25,4,1,31.0,42.0,431,18777.0,21500,2,0,2009,6,27,5,5,0,2,0,16.05,5
5,0,5,8,16,1,28.1,54.0,614,13079.0,19470,0,2,2009,6,27,5,5,0,2,0,16.083333333333332,4
5,0,1,21,31,12,26.0,64.0,431,28987.0,54224,2,1,2009,6,27,5,5,0,2,1,19.066666666666666,16
5,1,9,10,2,1,33.0,49.0,431,10367.0,20784,0,1,2009,6,28,6,6,0,2,0,13.066666666666666,10
5,1,19,2,44,35,23.5,77.0,413,25610.0,72081,1,2,2009,6,28,6,6,0,2,0,14.083333333333334,19
5,1,13,6,48,1,26.9,57.0,431,35786.0,41684,2,1,2009,6,28,6,6,0,2,0,16.05,15
5,1,7,29,25,1,27.8,67.0,390,20391.0,31997,1,2,2009,6,28,6,6,0,2,0,16.083333333333332,6
6,0,8,19,1,12,26.8,64.0,389,10631.0,15491,0,0,2009,7,4,5,5,0,2,1,18.0,5
6,0,9,20,2,12,22.6,78.0,431,20102.0,20784,2,3,2009,7,4,5,5,0,2,1,19.066666666666666,10
6,0,17,13,45,12,23.9,81.0,389,9615.0,15109,0,4,2009,7,4,5,5,0,2,1,19.066666666666666,4
6,0,21,3,5,1,23.3,83.0,566,16205.0,20248,3,3,2009,7,4,5,5,0,2,1,19.05,24
6,0,25,1,18,1,24.8,76.0,567,14915.0,28425,0,2,2009,7,4,5,5,0,2,1,19.066666666666666,2
6,0,7,5,25,1,24.5,70.0,566,19671.0,31997,1,2,2009,7,4,5,5,0,2,1,19.083333333333332,6
6,1,6,2,59,0,24.0,82.0,611,24749.0,41255,2,1,2009,7,5,6,6,0,2,1,18.05,14
6,1,11,24,41,30,23.3,90.0,431,13375.0,36894,0,1,2009,7,5,6,6,0,2,1,18.066666666666666,12
6,1,10,29,58,13,23.4,73.0,614,22185.0,26827,1,1,2009,7,5,6,6,0,2,1,19.083333333333332,19
7,0,29,8,55,12,21.3,70.0,597,17903.0,37496,2,0,2009,7,11,5,5,0,2,1,18.05,21
7,0,20,11,32,1,24.9,54.0,422,44149.0,62010,2,1,2009,7,11,5,5,0,2,1,19.066666666666666,5
7,0,5,25,16,12,24.0,63.0,566,12349.0,19470,1,1,2009,7,11,5,5,0,2,1,19.05,4
7,0,19,9,12,12,23.9,62.0,431,13185.0,15440,1,2,2009,7,11,5,5,0,2,1,19.05,19
7,0,13,10,48,1,24.5,69.0,389,36810.0,41684,2,2,2009,7,11,5,5,0,2,1,19.05,15
7,0,2,21,23,12,26.5,60.0,614,18549.0,21000,1,4,2009,7,11,5,5,0,2,1,19.583333333333332,7
7,1,3,17,26,1,29.6,64.0,403,8011.0,20588,1,2,2009,7,12,6,6,0,2,1,18.066666666666666,0
7,1,1,6,30,1,25.3,70.0,431,24736.0,48999,3,0,2009,7,12,6,6,0,2,1,18.566666666666666,16
7,1,24,7,19,12,26.6,84.0,389,10008.0,15165,3,1,2009,7,12,6,6,0,2,1,19.05,24
8,0,8,1,1,1,29.4,68.0,581,10895.0,15491,0,3,2009,7,18,5,5,0,2,1,18.066666666666666,5
8,0,10,25,58,12,29.3,62.0,597,14696.0,26827,2,2,2009,7,18,5,5,0,2,1,18.05,19
8,0,19,13,44,12,27.6,77.0,567,22681.0,72081,1,1,2009,7,18,5,5,0,2,1,19.066666666666666,19
8,0,21,29,5,1,25.3,87.0,389,20203.0,20248,2,2,2009,7,18,5,5,0,2,1,19.05,24
8,0,6,3,59,0,28.2,84.0,424,17784.0,41255,1,1,2009,7,18,5,5,0,2,1,19.05,14
8,0,7,20,25,1,29.8,60.0,431,24833.0,31997,1,0,2009,7,18,5,5,0,2,1,19.083333333333332,6
8,1,9,24,2,12,25.8,66.0,431,10255.0,20784,3,1,2009,7,19,6,6,0,2,1,18.066666666666666,10
8,1,11,5,41,12,28.2,78.0,389,11572.0,36894,4,1,2009,7,19,6,6,0,2,1,18.083333333333332,12
8,1,17,2,45,12,28.3,73.0,614,11367.0,15109,0,2,2009,7,19,6,6,0,2,1,19.083333333333332,4
9,0,1,11,30,1,27.9,74.0,597,27846.0,48999,0,0,2009,7,25,5,5,0,2,1,18.05,16
9,0,29,17,55,1,26.8,82.0,567,18773.0,37496,1,1,2009,7,25,5,5,0,2,1,19.066666666666666,21
9,0,20,6,32,1,28.6,74.0,431,44976.0,62010,0,3,2009,7,25,5,5,0,2,1,19.05,5
9,0,5,21,16,1,28.3,78.0,389,15142.0,19470,1,2,2009,7,25,5,5,0,2,1,19.05,4
9,0,2,7,23,12,25.6,84.0,389,15262.0,21000,1,0,2009,7,25,5,5,0,2,1,19.05,7
9,0,25,8,18,0,26.8,68.0,566,8651.0,28425,1,2,2009,7,25,5,5,0,2,1,19.066666666666666,2
9,1,13,9,48,30,24.3,83.0,389,37447.0,41684,1,1,2009,7,26,6,6,0,2,1,18.05,15
9,1,24,19,19,1,27.4,90.0,614,15729.0,15165,1,1,2009,7,26,6,6,0,2,1,18.083333333333332,24
9,1,3,10,26,30,27.1,87.0,403,9002.0,20588,3,1,2009,7,26,6,6,0,2,1,18.066666666666666,0
11,0,10,1,58,12,26.0,68.0,431,21379.0,26827,2,1,2009,8,1,5,5,0,2,1,19.05,19
11,0,19,3,44,12,26.4,73.0,567,19354.0,72081,3,0,2009,8,1,5,5,0,2,1,19.066666666666666,19
11,0,13,8,48,37,24.9,87.0,389,30862.0,41684,0,0,2009,8,1,5,5,0,2,1,19.05,15
11,0,24,5,19,12,25.1,80.0,566,11297.0,15165,3,2,2009,8,1,5,5,0,2,1,19.05,24
11,0,11,29,41,12,26.3,83.0,597,22225.0,36894,1,0,2009,8,1,5,5,0,2,1,19.05,12
11,0,7,6,25,0,25.2,89.0,389,17461.0,31997,2,1,2009,8,1,5,5,0,2,1,19.083333333333332,6
11,1,9,2,2,22,26.0,74.0,597,16547.0,20784,1,1,2009,8,2,6,6,0,2,1,18.05,10
11,1,20,21,32,35,24.6,90.0,431,45186.0,62010,0,1,2009,8,2,6,6,0,2,1,18.05,5
11,1,17,25,45,12,25.8,81.0,614,8545.0,15109,0,1,2009,8,2,6,6,0,2,1,18.083333333333332,4
12,0,3,9,26,12,28.1,62.0,571,8821.0,20588,1,0,2009,8,15,5,5,0,2,1,18.066666666666666,0
12,0,29,7,55,1,23.4,83.0,389,25674.0,37496,1,0,2009,8,15,5,5,0,2,1,18.566666666666666,21
12,0,6,10,29,12,27.5,66.0,569,18025.0,20223,0,2,2009,8,15,5,5,0,2,1,19.066666666666666,14
12,0,2,20,23,12,27.5,64.0,431,20211.0,21000,1,0,2009,8,15,5,5,0,2,1,19.05,7
12,0,25,11,57,30,26.9,68.0,389,13394.0,35910,0,0,2009,8,15,5,5,0,2,1,19.066666666666666,2
12,0,5,17,16,1,24.9,70.0,614,17899.0,19470,0,0,2009,8,15,5,5,0,2,1,19.583333333333332,4
12,1,8,24,54,1,28.6,57.0,389,11330.0,15002,1,1,2009,8,16,6,6,0,2,1,18.0,5
12,1,1,19,30,1,29.1,50.0,607,24913.0,48999,0,0,2009,8,16,6,6,0,2,1,18.55,16
12,1,21,13,5,1,26.3,61.0,431,20034.0,20248,1,1,2009,8,16,6,6,0,2,1,19.05,24
13,0,9,1,2,1,24.3,75.0,566,11056.0,20784,1,0,2009,8,19,2,2,0,2,1,19.066666666666666,10
13,0,5,6,16,1,25.4,70.0,615,13548.0,19470,0,2,2009,8,19,2,2,0,2,1,19.083333333333332,4
13,0,13,2,48,1,26.8,78.0,390,32896.0,41684,1,2,2009,8,19,2,2,0,2,1,19.066666666666666,15
13,0,24,10,19,1,26.8,63.0,566,10545.0,15165,2,1,2009,8,19,2,2,0,2,1,19.05,24
13,0,3,21,26,1,28.7,64.0,571,10685.0,20588,0,1,2009,8,19,2,2,0,2,1,19.066666666666666,0
13,0,25,29,18,1,27.6,72.0,597,17432.0,28425,1,0,2009,8,19,2,2,0,2,1,19.066666666666666,2
13,0,11,7,41,1,25.6,74.0,389,10951.0,36894,1,0,2009,8,19,2,2,0,2,1,19.066666666666666,12
13,0,20,17,32,1,27.2,75.0,431,38740.0,62010,1,4,2009,8,19,2,2,0,2,1,19.55,5
13,0,19,8,12,1,26.1,73.0,566,11025.0,15440,1,0,2009,8,19,2,2,0,2,1,19.55,19
14,0,8,5,1,12,28.0,74.0,420,10211.0,15491,1,1,2009,8,22,5,5,0,2,1,18.066666666666666,5
14,0,13,3,48,1,25.8,50.0,389,35047.0,41684,1,2,2009,8,22,5,5,0,2,1,19.05,15
14,0,21,24,5,1,28.3,52.0,431,20116.0,20248,5,1,2009,8,22,5,5,0,2,1,19.05,24
14,0,11,20,41,1,26.1,60.0,567,27113.0,36894,2,1,2009,8,22,5,5,0,2,1,19.066666666666666,12
14,0,17,19,31,1,28.5,79.0,614,22145.0,54224,1,1,2009,8,22,5,5,0,2,1,19.583333333333332,16
14,1,2,6,56,1,25.1,71.0,389,18134.0,20261,2,3,2009,8,23,6,6,0,2,1,18.05,18
14,1,29,1,55,1,25.9,77.0,431,24593.0,37496,3,1,2009,8,23,6,6,0,2,1,18.566666666666666,21
14,1,10,9,58,12,27.6,66.0,389,17341.0,26827,2,0,2009,8,23,6,6,0,2,1,19.05,19
14,2,7,25,25,1,25.3,54.0,431,14163.0,31997,0,2,2009,8,24,0,0,0,2,1,20.083333333333332,6
15,0,8,29,1,12,28.7,58.0,389,11369.0,15491,3,1,2009,8,29,5,5,0,2,1,18.0,5
15,0,1,7,30,12,27.8,68.0,389,18320.0,48999,2,0,2009,8,29,5,5,0,2,1,19.066666666666666,16
15,0,19,5,12,1,26.8,71.0,614,13181.0,15440,1,1,2009,8,29,5,5,0,2,1,19.083333333333332,19
15,0,24,2,6,1,26.2,83.0,567,18298.0,51697,1,3,2009,8,29,5,5,0,2,1,19.066666666666666,24
15,0,6,13,29,12,29.5,59.0,597,12043.0,20223,1,0,2009,8,29,5,5,0,2,1,19.05,14
15,0,25,20,18,1,27.2,63.0,431,19094.0,28425,3,2,2009,8,29,5,5,0,2,1,19.066666666666666,2
15,1,9,11,2,37,19.3,73.0,431,10206.0,20784,1,2,2009,8,30,6,6,0,2,1,18.066666666666666,10
15,1,17,3,45,35,21.8,82.0,389,8124.0,15109,0,0,2009,8,30,6,6,0,2,1,18.066666666666666,4
15,1,10,21,58,35,21.3,86.0,597,20689.0,26827,1,1,2009,8,30,6,6,0,2,1,19.05,19
16,0,5,13,16,12,21.9,76.0,431,14108.0,19470,0,1,2009,9,12,5,5,0,0,0,16.05,4
16,0,21,8,5,12,25.6,54.0,448,13169.0,20248,1,0,2009,9,12,5,5,0,0,0,13.066666666666666,24
16,0,6,17,29,35,20.4,92.0,390,9355.0,20223,2,3,2009,9,12,5,5,0,0,1,19.066666666666666,14
16,0,3,1,62,12,30.1,64.0,572,8106.0,12584,2,1,2009,9,12,5,5,0,0,0,13.066666666666666,25
16,0,2,25,23,37,20.2,86.0,585,17205.0,21000,3,2,2009,9,12,5,5,0,0,1,19.05,7
16,0,11,19,41,12,19.6,90.0,566,12126.0,36894,3,2,2009,9,12,5,5,0,0,0,16.066666666666666,12
16,1,20,9,32,1,28.2,40.0,625,41500.0,62010,4,1,2009,9,13,6,6,0,0,0,15.083333333333334,5
16,1,7,24,25,1,24.1,58.0,431,17241.0,31997,2,1,2009,9,13,6,6,0,0,1,18.083333333333332,6
16,2,29,10,55,12,18.8,86.0,431,22323.0,37496,2,3,2009,10,7,2,2,0,0,1,19.066666666666666,21
17,0,9,21,2,1,19.4,61.0,390,12270.0,20784,0,1,2009,9,19,5,5,0,0,1,19.066666666666666,10
17,0,8,6,1,12,21.5,66.0,420,10501.0,15491,0,2,2009,9,19,5,5,0,0,1,18.066666666666666,5
17,0,1,2,30,12,22.9,62.0,623,23014.0,48999,0,0,2009,9,19,5,5,0,0,0,16.083333333333332,16
17,0,10,20,58,12,21.3,63.0,431,22390.0,26827,0,2,2009,9,19,5,5,0,0,1,19.05,19
17,0,19,29,44,12,23.1,62.0,431,28581.0,72081,2,1,2009,9,19,5,5,0,0,0,16.066666666666666,19
17,0,13,7,48,1,23.1,55.0,389,24392.0,41684,0,0,2009,9,19,5,5,0,0,0,14.05,15
17,0,24,3,19,12,26.4,44.0,429,13860.0,15165,3,0,2009,9,19,5,5,0,0,0,15.05,24
17,1,17,11,45,1,27.2,31.0,431,10507.0,15109,1,1,2009,9,20,6,6,0,0,0,13.066666666666666,4
17,1,25,5,18,1,25.3,37.0,431,12634.0,28425,2,2,2009,9,20,6,6,0,0,0,16.066666666666666,2
18,0,5,9,16,1,21.7,67.0,389,14602.0,19470,1,2,2009,9,26,5,5,0,0,1,19.05,4
18,0,1,24,30,1,26.9,48.0,417,21512.0,48999,3,2,2009,9,26,5,5,0,0,0,16.066666666666666,16
18,0,3,8,26,1,23.1,66.0,571,9206.0,20588,1,3,2009,9,26,5,5,0,0,1,18.066666666666666,0
18,0,11,13,41,1,24.8,79.0,431,14690.0,36894,1,2,2009,9,26,5,5,0,0,1,19.066666666666666,12
18,0,7,17,25,1,29.1,46.0,431,15274.0,31997,0,0,2009,9,26,5,5,0,0,0,13.083333333333334,6
18,0,29,6,55,1,20.6,83.0,390,17192.0,37496,1,4,2009,9,26,5,5,0,0,1,18.066666666666666,21
18,0,2,10,23,1,26.3,48.0,431,18749.0,21000,2,1,2009,9,26,5,5,0,0,0,16.05,7
18,1,20,19,32,13,24.4,62.0,625,45023.0,62010,1,2,2009,9,27,6,6,0,0,0,14.083333333333334,5
18,1,21,25,5,1,26.9,45.0,448,17294.0,20248,1,0,2009,9,27,6,6,0,0,0,13.066666666666666,24
19,0,9,7,2,13,23.1,47.0,597,8011.0,20784,0,0,2009,10,3,5,5,0,0,0,14.05,10
