id,match_date,kick_off_time,section,round,home_team,away_team,venue,weather,temperature,humidity,broadcasters,attendance,capacity,address,holiday_date,description,home_team_player11,home_team_player10,home_team_player9,home_team_player8,home_team_player7,home_team_player6,home_team_player5,home_team_player4,home_team_player3,home_team_player2,home_team_player1,home_team_score,away_team_score,away_team_player1,away_team_player2,away_team_player3,away_team_player4,away_team_player5,away_team_player6,away_team_player7,away_team_player8,away_team_player9,away_team_player10,away_team_player11
11085,2008-11-23,13:05,第32節,第1日,川崎F,G大阪,等々力陸上競技場,晴,18.5,37.0,スカパー・e2(TBSチャンネル)/BS-i,21714.0,26827,神奈川県川崎市中原区等々力1-1,,,10 ジュニーニョ FW,16 鄭 大世 FW,34 レナチーニョ FW,11 ヴィトール ジュニオール MF,29 谷口 博之 MF,14 中村 憲剛 MF,2 伊藤 宏樹 DF,13 寺田 周平 DF,4 井川 祐輔 DF,19 森 勇介 DF,1 川島 永嗣 GK,4,0,22 藤ヶ谷 陽介 GK,21 加地 亮 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,16 佐々木 勇人 MF,13 安田 理大 MF,9 ルーカス FW,11 播戸 竜二 FW
11086,2008-11-23,16:03,第32節,第1日,磐田,柏,ヤマハスタジアム(磐田),晴,13.8,49.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,14766.0,15165,静岡県磐田市新貝2500,,,8 ジウシーニョ FW,18 前田 遼一 FW,24 松浦 拓弥 MF,14 村井 慎二 MF,17 犬塚 友輔 MF,38 ロドリゴ MF,25 駒野 友一 MF,19 岡田 隆 DF,3 茶野 隆行 DF,2 鈴木 秀人 DF,1 川口 能活 GK,3,3,21 南 雄太 GK,25 村上 佑介 DF,5 古賀 正紘 DF,13 小林 祐三 DF,7 大谷 秀和 DF,14 太田 圭輔 MF,34 杉山 浩太 MF,28 栗澤 僚一 MF,6 アレックス MF,15 菅沼 実 FW,11 ポポ FW
11087,2008-11-23,13:05,第32節,第1日,大分,鹿島,九州石油ドーム,曇時々晴,15.5,41.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/NHK総合/NHK大分,31744.0,31997,大分県大分市横尾1351,,,13 高松 大樹 FW,10 ウェズレイ FW,33 藤田 義明 MF,11 鈴木 慎吾 MF,8 金崎 夢生 MF,5 エジミウソン MF,2 小林 亮 MF,22 上本 大海 DF,6 森重 真人 DF,4 深谷 友基 DF,16 下川 誠吾 GK,0,1,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,7 新井場 徹 DF,15 青木 剛 MF,16 中後 雅喜 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW
11088,2008-11-23,16:00,第32節,第1日,新潟,大宮,東北電力ビッグスワンスタジアム,曇,7.6,75.0,スカパー・e2(J sports Plus),35452.0,41684,新潟県新潟市中央区清五郎67-12,,,11 矢野 貴章 FW,9 アレッサンドロ FW,7 松下 年宏 MF,15 本間 勲 MF,3 千葉 和彦 MF,10 マルシオ リシャルデス MF,28 松尾 直人 DF,6 永田 充 DF,5 千代反田 充 DF,17 内田 潤 DF,1 北野 貴之 GK,2,2,21 江角 浩司 GK,2 塚本 泰史 DF,3 レアンドロ DF,5 冨田 大介 DF,4 波戸 康広 DF,23 金澤 慎 MF,8 小林 大悟 MF,6 片岡 洋介 MF,25 内田 智也 MF,11 藤本 主税 FW,16 ラフリッチ FW
11089,2008-11-23,13:04,第32節,第1日,京都,名古屋,京都市西京極総合運動公園陸上競技場兼球技場,曇のち晴,15.1,51.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS(録)/KBS京都(録),18355.0,20588,京都府京都市右京区西京極新明町29,,,13 柳沢 敦 FW,11 林 丈統 FW,26 角田 誠 MF,18 安藤 淳 MF,14 佐藤 勇人 MF,3 シジクレイ MF,22 渡邉 大剛 DF,8 水本 裕貴 DF,5 手島 和希 DF,24 増嶋 竜也 DF,21 水谷 雄一 GK,2,3,21 西村 弘司 GK,30 竹内 彬 DF,34 吉田 麻也 DF,16 増川 隆洋 DF,6 阿部 翔平 DF,29 小川 佳純 MF,7 中村 直志 MF,13 山口 慶 MF,8 マギヌン MF,11 玉田 圭司 FW,9 ヨンセン FW
11090,2008-11-23,13:00,第32節,第1日,神戸,FC東京,ホームズスタジアム神戸,晴,15.4,47.0,スカパー・e2(J sports Plus),13010.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,,,17 吉田 孝行 FW,9 レアンドロ FW,13 大久保 嘉人 MF,6 金 南一 MF,18 田中 英雄 MF,22 馬場 賢治 MF,15 内山 俊彦 DF,4 北本 久仁衛 DF,2 小林 久晃 DF,25 石櫃 洋祐 DF,1 榎本 達也 GK,1,1,1 塩田 仁史 GK,25 徳永 悠平 DF,3 佐原 秀樹 DF,2 茂庭 照幸 DF,5 長友 佑都 DF,6 今野 泰幸 MF,10 梶山 陽平 MF,22 羽生 直剛 MF,18 石川 直宏 MF,9 カボレ FW,13 平山 相太 FW
11091,2008-11-29,14:04,第33節,第1日,鹿島,磐田,県立カシマサッカースタジアム,晴時々曇,16.3,54.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/NHK総合,29820.0,37496,茨城県鹿嶋市神向寺後山26-2,,,18 マルキーニョス FW,13 興梠 慎三 FW,8 野沢 拓也 MF,10 本山 雅志 MF,16 中後 雅喜 MF,15 青木 剛 MF,7 新井場 徹 DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,2 内田 篤人 DF,21 曽ヶ端 準 GK,1,0,1 川口 能活 GK,25 駒野 友一 DF,15 加賀 健一 DF,2 鈴木 秀人 DF,19 岡田 隆 DF,38 ロドリゴ MF,17 犬塚 友輔 MF,23 山本 康裕 MF,24 松浦 拓弥 MF,18 前田 遼一 FW,8 ジウシーニョ FW
11092,2008-11-29,16:04,第33節,第1日,柏,大分,日立柏サッカー場,晴,13.9,70.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/千葉テレビ(録),10628.0,15109,千葉県柏市日立台1-2-50,,,20 李 忠成 FW,11 ポポ FW,15 菅沼 実 MF,34 杉山 浩太 MF,28 栗澤 僚一 MF,6 アレックス MF,7 大谷 秀和 DF,13 小林 祐三 DF,5 古賀 正紘 DF,25 村上 佑介 DF,33 菅野 孝憲 GK,0,2,16 下川 誠吾 GK,22 上本 大海 DF,6 森重 真人 DF,25 小林 宏之 DF,5 エジミウソン MF,33 藤田 義明 MF,20 高橋 大輔 MF,8 金崎 夢生 MF,11 鈴木 慎吾 MF,10 ウェズレイ FW,13 高松 大樹 FW
11093,2008-11-29,14:04,第33節,第1日,川崎F,神戸,等々力陸上競技場,晴,16.3,48.0,スカパー・e2(TBSチャンネル)/BS-i,17172.0,26827,神奈川県川崎市中原区等々力1-1,,,10 ジュニーニョ FW,16 鄭 大世 FW,34 レナチーニョ FW,29 谷口 博之 MF,17 菊地 光将 MF,14 中村 憲剛 MF,2 伊藤 宏樹 DF,13 寺田 周平 DF,4 井川 祐輔 DF,19 森 勇介 DF,1 川島 永嗣 GK,4,0,1 榎本 達也 GK,25 石櫃 洋祐 DF,2 小林 久晃 DF,4 北本 久仁衛 DF,15 内山 俊彦 DF,22 馬場 賢治 MF,18 田中 英雄 MF,6 金 南一 MF,13 大久保 嘉人 MF,9 レアンドロ FW,17 吉田 孝行 FW
11094,2008-11-29,14:04,第33節,第1日,横浜FM,東京V,日産スタジアム,晴,15.8,48.0,スカパースカチャン/e2スカチャン,31474.0,72081,神奈川県横浜市港北区小机町3300,,,17 兵藤 慎剛 FW,38 金 根煥 FW,14 狩野 健太 FW,26 田中 裕介 MF,30 小椋 祥平 MF,6 河合 竜二 MF,7 田中 隼磨 MF,22 中澤 佑二 DF,3 松田 直樹 DF,4 栗原 勇蔵 DF,1 榎本 哲也 GK,2,0,1 土肥 洋一 GK,14 富澤 清太郎 DF,17 土屋 征夫 DF,5 那須 大亮 DF,4 和田 拓三 DF,23 福西 崇史 MF,6 菅原 智 MF,8 柴崎 晃誠 MF,16 飯尾 一慶 FW,36 大黒 将志 FW,25 平本 一樹 FW
11095,2008-11-29,13:03,第33節,第1日,清水,千葉,日本平スタジアム,晴,15.8,62.0,スカパー・e2(J sports Plus)/テレビ静岡,20079.0,20248,静岡県静岡市清水区村松3880−1,,,20 西澤 明訓 FW,23 岡崎 慎司 FW,8 枝村 匠馬 MF,7 伊東 輝悦 MF,28 山本 真希 MF,13 兵働 昭弘 MF,2 児玉 新 DF,4 高木 和道 DF,26 青山 直晃 DF,14 高木 純平 DF,29 山本 海人 GK,3,2,30 岡本 昌弘 GK,2 坂本 將貴 DF,14 池田 昇平 DF,4 ボスナー DF,31 青木 良太 DF,44 ミシェウ MF,6 下村 東美 MF,3 斎藤 大輔 MF,16 谷澤 達也 MF,10 レイナウド FW,18 巻 誠一郎 FW
11096,2008-11-29,14:03,第33節,第1日,G大阪,浦和,万博記念競技場,晴,14.8,46.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,19605.0,21000,大阪府吹田市千里万博公園5-2,,,30 山崎 雅人 FW,9 ルーカス FW,7 遠藤 保仁 MF,16 佐々木 勇人 MF,17 明神 智和 MF,27 橋本 英郎 MF,13 安田 理大 DF,5 山口 智 DF,2 中澤 聡太 DF,21 加地 亮 DF,22 藤ヶ谷 陽介 GK,1,0,23 都築 龍太 GK,14 平川 忠亮 DF,2 坪井 慶介 DF,4 田中 マルクス闘莉王 DF,22 阿部 勇樹 DF,3 細貝 萌 MF,13 鈴木 啓太 MF,10 ポンテ MF,15 エスクデロ セルヒオ MF,11 田中 達也 FW,17 エジミウソン FW
11097,2008-11-30,16:03,第33節,第2日,大宮,京都,NACK5スタジアム大宮,晴,11.0,30.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉,11231.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,16 ラフリッチ FW,11 藤本 主税 FW,25 内田 智也 MF,7 佐伯 直哉 MF,32 小林 慶行 MF,8 小林 大悟 MF,4 波戸 康広 DF,5 冨田 大介 DF,6 片岡 洋介 DF,2 塚本 泰史 DF,21 江角 浩司 GK,1,1,21 水谷 雄一 GK,5 手島 和希 DF,24 増嶋 竜也 DF,8 水本 裕貴 DF,22 渡邉 大剛 DF,26 角田 誠 MF,3 シジクレイ MF,14 佐藤 勇人 MF,11 林 丈統 FW,13 柳沢 敦 FW,18 安藤 淳 FW
11098,2008-11-30,16:04,第33節,第2日,FC東京,新潟,味の素スタジアム,晴,9.9,40.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/TOKYO MX,35172.0,48999,東京都調布市西町376-3,,,9 カボレ FW,13 平山 相太 FW,15 エメルソン MF,18 石川 直宏 MF,22 羽生 直剛 MF,6 今野 泰幸 MF,17 金沢 浄 DF,2 茂庭 照幸 DF,3 佐原 秀樹 DF,5 長友 佑都 DF,1 塩田 仁史 GK,1,0,1 北野 貴之 GK,17 内田 潤 DF,5 千代反田 充 DF,19 海本 慶治 DF,28 松尾 直人 DF,10 マルシオ リシャルデス MF,3 千葉 和彦 MF,15 本間 勲 MF,7 松下 年宏 MF,23 田中 亜土夢 FW,11 矢野 貴章 FW
11099,2008-11-30,16:04,第33節,第2日,名古屋,札幌,名古屋市瑞穂陸上競技場,晴,9.3,65.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS,19890.0,20223,愛知県名古屋市瑞穂区山下通5-1,,,9 ヨンセン FW,19 杉本 恵太 FW,8 マギヌン MF,13 山口 慶 MF,7 中村 直志 MF,29 小川 佳純 MF,6 阿部 翔平 DF,16 増川 隆洋 DF,34 吉田 麻也 DF,30 竹内 彬 DF,21 西村 弘司 GK,3,1,1 佐藤 優也 GK,5 池内 友彦 DF,3 西澤 淳二 DF,6 西嶋 弘之 DF,19 坪内 秀介 DF,7 藤田 征也 MF,18 芳賀 博信 MF,20 上里 一将 MF,22 西 大伍 MF,13 中山 元気 FW,10 ダヴィ FW
11100,2008-12-06,14:33,第34節,第1日,札幌,鹿島,札幌ドーム,屋内,20.4,35.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/NHK総合,26220.0,39856,北海道札幌市豊平区羊ヶ丘1,,,10 ダヴィ FW,8 砂川 誠 FW,24 西谷 正也 MF,20 上里 一将 MF,22 西 大伍 MF,7 藤田 征也 MF,19 坪内 秀介 DF,6 西嶋 弘之 DF,3 西澤 淳二 DF,5 池内 友彦 DF,1 佐藤 優也 GK,0,1,21 曽ヶ端 準 GK,2 内田 篤人 DF,3 岩政 大樹 DF,19 伊野波 雅彦 DF,7 新井場 徹 DF,15 青木 剛 MF,16 中後 雅喜 MF,10 本山 雅志 MF,8 野沢 拓也 MF,13 興梠 慎三 FW,18 マルキーニョス FW
11101,2008-12-06,14:31,第34節,第1日,浦和,横浜FM,埼玉スタジアム2002,晴,12.4,26.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/テレ玉(録),53583.0,62010,埼玉県さいたま市緑区美園2丁目1,,,26 高崎 寛之 FW,15 エスクデロ セルヒオ FW,10 ポンテ MF,6 山田 暢久 MF,13 鈴木 啓太 MF,3 細貝 萌 MF,22 阿部 勇樹 DF,20 堀之内 聖 DF,2 坪井 慶介 DF,14 平川 忠亮 DF,23 都築 龍太 GK,1,6,1 榎本 哲也 GK,4 栗原 勇蔵 DF,3 松田 直樹 DF,22 中澤 佑二 DF,7 田中 隼磨 MF,6 河合 竜二 MF,29 長谷川 アーリアジャスール MF,13 小宮山 尊信 MF,37 齋藤 学 FW,11 坂田 大輔 FW,17 兵藤 慎剛 FW
11102,2008-12-06,14:34,第34節,第1日,千葉,FC東京,フクダ電子アリーナ,晴,14.1,39.0,スカパー・e2(J sports Plus),17152.0,19470,千葉県千葉市中央区川崎町1-20,,,18 巻 誠一郎 FW,10 レイナウド FW,36 深井 正樹 MF,7 工藤 浩平 MF,41 戸田 和幸 MF,44 ミシェウ MF,31 青木 良太 DF,45 早川 知伸 DF,14 池田 昇平 DF,2 坂本 將貴 DF,17 櫛野 亮 GK,4,2,1 塩田 仁史 GK,25 徳永 悠平 DF,3 佐原 秀樹 DF,2 茂庭 照幸 DF,5 長友 佑都 DF,7 浅利 悟 MF,6 今野 泰幸 MF,22 羽生 直剛 MF,40 鈴木 達也 MF,9 カボレ FW,24 赤嶺 真吾 FW
11103,2008-12-06,14:33,第34節,第1日,東京V,川崎F,味の素スタジアム,晴,12.4,29.0,スカパー・e2(TBSチャンネル)/BS-i/日本テレビ(録),24620.0,48999,東京都調布市西町376-3,,,16 飯尾 一慶 FW,36 大黒 将志 FW,25 平本 一樹 FW,8 柴崎 晃誠 MF,23 福西 崇史 MF,6 菅原 智 MF,4 和田 拓三 DF,5 那須 大亮 DF,17 土屋 征夫 DF,14 富澤 清太郎 DF,1 土肥 洋一 GK,0,2,1 川島 永嗣 GK,19 森 勇介 DF,4 井川 祐輔 DF,13 寺田 周平 DF,2 伊藤 宏樹 DF,17 菊地 光将 MF,14 中村 憲剛 MF,29 谷口 博之 MF,34 レナチーニョ FW,16 鄭 大世 FW,10 ジュニーニョ FW
11104,2008-12-06,14:34,第34節,第1日,新潟,G大阪,東北電力ビッグスワンスタジアム,雨,4.1,71.0,スカパースカチャン/e2スカチャン,34287.0,41684,新潟県新潟市中央区清五郎67-12,,,11 矢野 貴章 FW,9 アレッサンドロ FW,7 松下 年宏 MF,16 寺川 能人 MF,15 本間 勲 MF,10 マルシオ リシャルデス MF,28 松尾 直人 DF,6 永田 充 DF,5 千代反田 充 DF,17 内田 潤 DF,1 北野 貴之 GK,3,2,22 藤ヶ谷 陽介 GK,13 安田 理大 DF,2 中澤 聡太 DF,5 山口 智 DF,19 下平 匠 DF,27 橋本 英郎 MF,17 明神 智和 MF,16 佐々木 勇人 MF,7 遠藤 保仁 MF,8 寺田 紳一 MF,9 ルーカス FW
11105,2008-12-06,14:34,第34節,第1日,磐田,大宮,ヤマハスタジアム(磐田),晴,7.4,36.0,スカパースカチャン/e2スカチャン/静岡放送,16593.0,15165,静岡県磐田市新貝2500,,,8 ジウシーニョ FW,18 前田 遼一 FW,24 松浦 拓弥 MF,23 山本 康裕 MF,17 犬塚 友輔 MF,38 ロドリゴ MF,25 駒野 友一 MF,19 岡田 隆 DF,2 鈴木 秀人 DF,15 加賀 健一 DF,1 川口 能活 GK,0,1,21 江角 浩司 GK,2 塚本 泰史 DF,6 片岡 洋介 DF,5 冨田 大介 DF,4 波戸 康広 DF,8 小林 大悟 MF,32 小林 慶行 MF,7 佐伯 直哉 MF,25 内田 智也 MF,11 藤本 主税 FW,16 ラフリッチ FW
11106,2008-12-06,14:34,第34節,第1日,京都,清水,京都市西京極総合運動公園陸上競技場兼球技場,晴,7.0,26.0,スカパースカチャン/e2スカチャン/KBS京都(録)/NHK京都,17331.0,20588,京都府京都市右京区西京極新明町29,,,13 柳沢 敦 FW,11 林 丈統 FW,18 安藤 淳 FW,14 佐藤 勇人 MF,30 加藤 弘堅 MF,22 渡邉 大剛 MF,5 手島 和希 DF,3 シジクレイ DF,8 水本 裕貴 DF,24 増嶋 竜也 DF,21 水谷 雄一 GK,1,3,29 山本 海人 GK,14 高木 純平 DF,26 青山 直晃 DF,4 高木 和道 DF,2 児玉 新 DF,13 兵働 昭弘 MF,28 山本 真希 MF,7 伊東 輝悦 MF,8 枝村 匠馬 MF,23 岡崎 慎司 FW,9 矢島 卓郎 FW
11107,2008-12-06,14:34,第34節,第1日,神戸,柏,ホームズスタジアム神戸,晴,5.6,31.0,スカパースカチャン/e2スカチャン/NHK神戸,17511.0,28425,兵庫県神戸市兵庫区御崎町1丁目2−2,,,17 吉田 孝行 FW,9 レアンドロ FW,13 大久保 嘉人 MF,6 金 南一 MF,18 田中 英雄 MF,22 馬場 賢治 MF,15 内山 俊彦 DF,5 河本 裕之 DF,2 小林 久晃 DF,25 石櫃 洋祐 DF,1 榎本 達也 GK,0,2,33 菅野 孝憲 GK,23 藏川 洋平 DF,5 古賀 正紘 DF,13 小林 祐三 DF,7 大谷 秀和 DF,28 栗澤 僚一 MF,34 杉山 浩太 MF,15 菅沼 実 MF,6 アレックス MF,20 李 忠成 FW,11 ポポ FW
11108,2008-12-06,14:34,第34節,第1日,大分,名古屋,九州石油ドーム,屋内,5.9,33.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/BS/大分朝日放送,28831.0,31997,大分県大分市横尾1351,,,13 高松 大樹 FW,10 ウェズレイ FW,11 鈴木 慎吾 MF,8 金崎 夢生 MF,20 高橋 大輔 MF,33 藤田 義明 MF,5 エジミウソン MF,22 上本 大海 DF,6 森重 真人 DF,25 小林 宏之 DF,16 下川 誠吾 GK,0,0,21 西村 弘司 GK,30 竹内 彬 DF,34 吉田 麻也 DF,16 増川 隆洋 DF,6 阿部 翔平 DF,29 小川 佳純 MF,7 中村 直志 MF,14 吉村 圭司 MF,8 マギヌン MF,11 玉田 圭司 FW,9 ヨンセン FW
11616,2009-03-07,13:04,第1節,第1日,FC東京,新潟,味の素スタジアム,晴,13.0,29.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,27568.0,48999,東京都調布市西町376-3,,,32 近藤 祐介 FW,24 赤嶺 真吾 FW,22 羽生 直剛 MF,10 梶山 陽平 MF,17 金沢 浄 MF,6 今野 泰幸 MF,25 徳永 悠平 DF,2 茂庭 照幸 DF,15 平松 大志 DF,5 長友 佑都 DF,20 権田 修一 GK,1,4,1 北野 貴之 GK,17 内田 潤 DF,5 千代反田 充 DF,6 永田 充 DF,29 ジウトン DF,15 本間 勲 MF,10 マルシオ リシャルデス MF,7 松下 年宏 MF,11 矢野 貴章 FW,16 大島 秀夫 FW,9 ペドロ ジュニオール FW
11617,2009-03-07,13:05,第1節,第1日,横浜FM,広島,日産スタジアム,晴,14.4,26.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,23601.0,72081,神奈川県横浜市港北区小机町3300,,,17 兵藤 慎剛 FW,9 渡邉 千真 FW,14 狩野 健太 FW,5 田中 裕介 MF,30 小椋 祥平 MF,29 長谷川 アーリアジャスール MF,18 清水 範久 MF,22 中澤 佑二 DF,3 松田 直樹 DF,7 栗原 勇蔵 DF,1 榎本 哲也 GK,2,4,31 佐藤 昭大 GK,24 森脇 良太 DF,2 ストヤノフ DF,5 槙野 智章 DF,14 ミキッチ MF,8 森﨑 和幸 MF,6 青山 敏弘 MF,17 服部 公太 MF,25 髙柳 一誠 MF,10 柏木 陽介 MF,11 佐藤 寿人 FW
11618,2009-03-07,14:03,第1節,第1日,名古屋,大分,豊田スタジアム,屋内,11.3,37.0,スカパースカチャン/e2スカチャン/NHK名古屋/NHK大分,25395.0,41255,愛知県豊田市千石町7-2,,,9 ダヴィ FW,11 玉田 圭司 FW,8 マギヌン MF,14 吉村 圭司 MF,7 中村 直志 MF,10 小川 佳純 MF,2 竹内 彬 DF,5 増川 隆洋 DF,3 バヤリッツァ DF,32 田中 隼磨 DF,1 楢﨑 正剛 GK,3,2,1 西川 周作 GK,22 上本 大海 DF,6 森重 真人 DF,25 小林 宏之 DF,3 ホベルト MF,33 藤田 義明 MF,20 高橋 大輔 MF,8 金崎 夢生 MF,11 鈴木 慎吾 MF,10 ウェズレイ FW,13 高松 大樹 FW
11619,2009-03-07,15:03,第1節,第1日,千葉,G大阪,フクダ電子アリーナ,晴,14.9,27.0,スカパースカチャン/e2スカチャン/BS,17916.0,19470,千葉県千葉市中央区川崎町1-20,,,18 巻 誠一郎 FW,5 アレックス MF,9 深井 正樹 MF,6 下村 東美 MF,10 工藤 浩平 MF,16 谷澤 達也 MF,31 青木 良太 DF,4 ボスナー DF,14 池田 昇平 DF,2 坂本 將貴 DF,17 櫛野 亮 GK,0,3,22 藤ヶ谷 陽介 GK,21 加地 亮 DF,6 パク ドンヒョク DF,5 山口 智 DF,13 安田 理大 DF,17 明神 智和 MF,27 橋本 英郎 MF,8 寺田 紳一 MF,7 遠藤 保仁 MF,9 ルーカス FW,23 レアンドロ FW
11620,2009-03-07,16:04,第1節,第1日,鹿島,浦和,県立カシマサッカースタジアム,曇,11.2,48.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン/NHK総合,37878.0,37496,茨城県鹿嶋市神向寺後山26-2,,,18 マルキーニョス FW,13 興梠 慎三 FW,8 野沢 拓也 MF,11 ダニーロ MF,10 本山 雅志 MF,15 青木 剛 MF,7 新井場 徹 DF,19 伊野波 雅彦 DF,3 岩政 大樹 DF,2 内田 篤人 DF,21 曽ヶ端 準 GK,2,0,23 都築 龍太 GK,3 細貝 萌 DF,2 坪井 慶介 DF,4 田中 マルクス闘莉王 DF,14 平川 忠亮 DF,13 鈴木 啓太 MF,22 阿部 勇樹 MF,24 原口 元気 MF,10 ポンテ MF,11 田中 達也 FW,19 高原 直泰 FW
11621,2009-03-07,16:03,第1節,第1日,川崎F,柏,等々力陸上競技場,曇,14.7,26.0,スカパー(スカチャンHD、スカチャン)/e2スカチャン,17841.0,26827,神奈川県川崎市中原区等々力1-1,,,10 ジュニーニョ FW,9 鄭 大世 FW,34 レナチーニョ FW,11 ヴィトール ジュニオール MF,29 谷口 博之 MF,14 中村 憲剛 MF,2 伊藤 宏樹 DF,13 寺田 周平 DF,4 井川 祐輔 DF,8 山岸 智 DF,1 川島 永嗣 GK,1,1,33 菅野 孝憲 GK,25 村上 佑介 DF,5 古賀 正紘 DF,13 小林 祐三 DF,4 石川 直樹 DF,34 杉山 浩太 MF,28 栗澤 僚一 MF,11 ポポ FW,20 李 忠成 FW,15 菅沼 実 FW,10 フランサ FW
11622,2009-03-07,16:03,第1節,第1日,磐田,山形,ヤマハスタジアム(磐田),晴,12.1,37.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD,12141.0,15165,静岡県磐田市新貝2500,,,18 前田 遼一 FW,8 ジウシーニョ FW,11 西 紀寛 MF,23 山本 康裕 MF,17 犬塚 友輔 MF,7 太田 吉彰 MF,5 駒野 友一 DF,3 茶野 隆行 DF,6 那須 大亮 DF,15 加賀 健一 DF,1 川口 能活 GK,2,6,1 清水 健太 GK,14 宮本 卓也 DF,3 レオナルド DF,23 石井 秀典 DF,13 石川 竜也 DF,16 キム ビョンスク MF,19 秋葉 勝 MF,17 佐藤 健太郎 MF,7 宮沢 克行 MF,9 古橋 達弥 FW,15 長谷川 悠 FW
11623,2009-03-08,13:00,第1節,第2日,大宮,清水,NACK5スタジアム大宮,曇のち晴,10.4,46.0,スカパー(スカチャンHD、スカチャン)/e2スカチャンHD/テレ玉(録),11542.0,15491,埼玉県さいたま市大宮区高鼻町2丁目320−52,,,27 市川 雅彦 FW,13 藤田 祥史 FW,17 橋本 早十 MF,11 藤本 主税 MF,33 新井 涼平 MF,23 金澤 慎 MF,4 波戸 康広 DF,3 マト DF,5 冨田 大介 DF,2 塚本 泰史 DF,21 江角 浩司 GK,0,0,21 西部 洋平 GK,25 市川 大祐 DF,3 青山 直晃 DF,5 岩下 敬輔 DF,2 児玉 新 DF,13 兵働 昭弘 MF,7 伊東 輝悦 MF,17 山本 真希 MF,8 枝村 匠馬 MF,18 ヨンセン FW,23 岡崎 慎司 FW
11624,2009-03-08,14:04,第1節,第2日,京都,神戸,京都市西京極総合運動公園陸上競技場兼球技場,曇,17.0,30.0,スカパー・e2(TBSチャンネル)/BS-i/KBS京都(録),16919.0,20588,京都府京都市右京区西京極新明町29,,,9 豊田 陽平 FW,11 林 丈統 FW,10 ディエゴ MF,26 角田 誠 MF,7 佐藤 勇人 MF,16 安藤 淳 MF,22 渡邉 大剛 DF,14 李  正秀 DF,4 水本 裕貴 DF,24 増嶋 竜也 DF,21 水谷 雄一 GK,1,0,1 榎本 達也 GK,25 石櫃 洋祐 DF,14 宮本 恒靖 DF,4 北本 久仁衛 DF,28 大屋 翼 DF,26 松岡 亮輔 MF,6 金 南一 MF,8 アラン バイーア MF,22 馬場 賢治 MF,17 吉田 孝行 FW,9 マルセウ FW
11625,2009-03-14,13:04,第2節,第1日,大分,京都,九州石油ドーム,曇時々晴,8.6,34.0,スカパー・e2(J sports Plus),16841.0,31997,大分県大分市横尾1351,,,13 高松 大樹 FW,10 ウェズレイ FW,11 鈴木 慎吾 MF,8 金崎 夢生 MF,33 藤田 義明 MF,5 エジミウソン MF,3 ホベルト MF,25 小林 宏之 DF,6 森重 真人 DF,22 上本 大海 DF,1 西川 周作 GK,1,0,21 水谷 雄一 GK,24 増嶋 竜也 DF,4 水本 裕貴 DF,14 李  正秀 DF,22 渡邉 大剛 DF,11 林 丈統 MF,26 角田 誠 MF,3 シジクレイ MF,10 ディエゴ MF,13 柳沢 敦 FW,9 豊田 陽平 FW
11626,2009-03-14,14:02,第2節,第1日,浦和,FC東京,埼玉スタジアム2002,雨のち曇,10.1,58.0,スカパー・e2(TBSチャンネル)/TBS(単)/テレ玉(録),50802.0,62010,埼玉県さいたま市緑区美園2丁目1,,,17 エジミウソン FW,11 田中 達也 FW,10 ポンテ MF,24 原口 元気 MF,22 阿部 勇樹 MF,13 鈴木 啓太 MF,3 細貝 萌 DF,4 田中 マルクス闘莉王 DF,2 坪井 慶介 DF,6 山田 暢久 DF,23 都築 龍太 GK,3,1,20 権田 修一 GK,5 長友 佑都 DF,15 平松 大志 DF,2 茂庭 照幸 DF,25 徳永 悠平 DF,6 今野 泰幸 MF,10 梶山 陽平 MF,22 羽生 直剛 MF,40 鈴木 達也 MF,9 カボレ FW,32 近藤 祐介 FW
